time,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),rain_sum (mm),relative_humidity_2m_mean (%)
2018-01-20,25.2,28.2,23.0,8.10,90
2018-01-21,25.1,27.5,23.0,4.60,89
2018-01-22,25.5,28.2,23.4,1.10,85
2018-01-23,25.7,29.0,23.1,7.90,86
2018-01-24,25.3,28.5,23.4,10.80,89
2018-01-25,25.5,30.0,23.3,16.30,86
2018-01-26,25.7,28.2,23.9,15.80,85
2018-01-27,26.2,29.1,23.0,0.50,84
2018-01-28,25.2,28.6,22.4,5.00,88
2018-01-29,26.2,30.1,23.2,6.90,85
2018-01-30,26.6,30.1,23.5,1.80,82
2018-01-31,26.3,30.2,23.5,5.00,85
2018-02-01,26.0,29.1,23.3,14.60,86
2018-02-02,26.0,29.4,23.7,1.00,81
2018-02-03,26.1,30.8,22.4,0.30,77
2018-02-04,25.9,29.9,22.4,0.50,74
2018-02-05,26.1,30.4,23.1,0.10,73
2018-02-06,25.9,29.8,22.2,0.00,70
2018-02-07,25.4,28.4,22.9,0.60,75
2018-02-08,25.6,28.6,22.9,1.40,76
2018-02-09,25.9,29.6,21.7,0.40,75
2018-02-10,26.0,30.5,22.4,1.50,77
2018-02-11,26.4,30.9,21.5,0.40,75
2018-02-12,25.8,30.4,21.0,0.10,71
2018-02-13,26.4,30.3,22.1,0.20,72
2018-02-14,26.9,30.0,23.3,2.30,75
2018-02-15,26.3,30.0,23.1,1.80,81
2018-02-16,26.9,30.6,23.8,1.70,82
2018-02-17,25.6,29.3,22.8,17.40,86
2018-02-18,26.4,30.1,22.6,2.00,84
2018-02-19,27.1,31.1,23.8,0.20,78
2018-02-20,27.1,31.2,23.0,0.30,76
2018-02-21,27.1,31.9,23.5,1.00,77
2018-02-22,26.7,31.3,23.5,35.50,83
2018-02-23,25.5,28.5,23.7,14.70,86
2018-02-24,26.9,30.9,22.2,0.20,77
2018-02-25,27.5,31.6,23.9,0.20,75
2018-02-26,26.4,31.5,21.6,0.00,73
2018-02-27,27.1,32.5,23.1,0.90,75
2018-02-28,27.2,30.7,23.8,1.60,78
2018-03-01,25.9,28.9,23.0,9.50,86
2018-03-02,26.6,29.6,23.7,2.00,84
2018-03-03,25.6,30.2,22.6,19.50,88
2018-03-04,26.4,30.3,23.8,3.20,85
2018-03-05,26.0,28.6,23.1,23.00,85
2018-03-06,26.5,29.9,23.6,11.70,84
2018-03-07,25.5,29.4,23.1,10.10,89
2018-03-08,26.2,30.4,22.4,7.60,87
2018-03-09,27.4,31.5,23.6,1.90,73
2018-03-10,26.4,30.6,23.4,1.00,80
2018-03-11,26.2,30.9,21.7,1.10,79
2018-03-12,26.9,30.6,23.1,1.30,80
2018-03-13,26.1,30.5,23.0,5.90,84
2018-03-14,27.4,31.0,23.4,2.10,79
2018-03-15,26.8,30.9,22.9,8.80,81
2018-03-16,26.7,30.0,23.3,9.50,83
2018-03-17,27.0,30.2,23.8,3.40,81
2018-03-18,26.7,30.2,23.4,11.90,85
2018-03-19,26.6,30.1,24.2,2.50,84
2018-03-20,25.8,28.8,23.5,15.40,88
2018-03-21,26.2,29.4,23.0,4.40,85
2018-03-22,25.5,30.0,21.4,9.40,87
2018-03-23,27.3,32.2,23.4,0.10,73
2018-03-24,27.0,31.4,22.5,0.60,75
2018-03-25,27.3,31.6,24.2,0.40,78
2018-03-26,25.7,29.9,23.0,45.50,87
2018-03-27,24.6,27.2,22.0,24.60,90
2018-03-28,26.9,31.0,23.3,0.70,80
2018-03-29,26.4,30.3,23.4,5.80,83
2018-03-30,26.3,29.7,22.8,13.10,85
2018-03-31,26.1,30.0,23.4,30.90,87
2018-04-01,26.0,28.6,23.5,11.20,86
2018-04-02,26.2,29.8,23.5,4.20,86
2018-04-03,25.9,29.4,23.6,10.70,85
2018-04-04,26.7,31.6,23.0,4.00,80
2018-04-05,27.8,31.6,24.6,0.10,79
2018-04-06,26.1,29.6,23.6,10.70,86
2018-04-07,26.3,30.0,23.5,5.90,85
2018-04-08,26.6,30.5,22.9,0.90,81
2018-04-09,26.9,32.0,22.2,0.70,78
2018-04-10,27.1,31.1,23.5,1.70,79
