name,taxid,ERR14789363,ERR14789354,ERR14789359,ERR14789366,ERR14789356,ERR14789361,ERR14789364,ERR14789353,ERR14789350,ERR14789367,ERR14789362,ERR14789355,ERR14789358,ERR14789365,ERR14789357,ERR14789360,ERR14789266,ERR14789263,ERR14789272,ERR14789259,ERR14789269,ERR14789264,ERR14789261,ERR14789270,ERR14789262,ERR14789273,ERR14789267,ERR14789260,ERR14789271,ERR14789268,ERR14789265,ERR14789310,ERR14789309,ERR14789315,ERR14789318,ERR14789312,ERR14789320,ERR14789317,ERR14789308,ERR14789314,ERR14789319,ERR14789311,ERR14789321,ERR14789316,ERR14789307,ERR14789313,ERR14789380,ERR14789372,ERR14789377,ERR14789382,ERR14789370,ERR14789375,ERR14789369,ERR14789378,ERR14789376,ERR14789381,ERR14789373,ERR14789374,ERR14789368,ERR14789379,ERR14789371,ERR14789288,ERR14789294,ERR14789285,ERR14789291,ERR14789296,ERR14789287,ERR14789282,ERR14789293,ERR14789290,ERR14789289,ERR14789295,ERR14789284,ERR14789283,ERR14789292,ERR14789297,ERR14789286,ERR14789183,ERR14789186,ERR14789179,ERR14789190,ERR14789176,ERR14789189,ERR14789184,ERR14789175,ERR14789178,ERR14789187,ERR14789182,ERR14789188,ERR14789177,ERR14789185,ERR14789336,ERR14789348,ERR14789345,ERR14789340,ERR14789334,ERR14789347,ERR14789339,ERR14789342,ERR14789341,ERR14789337,ERR14789344,ERR14789343,ERR14789335,ERR14789346,ERR14789338,ERR14789327,ERR14789322,ERR14789333,ERR14789328,ERR14789325,ERR14789331,ERR14789323,ERR14789332,ERR14789326,ERR14789330,ERR14789329,ERR14789324
                  Carjivirus,2948652,14.53,4.35,2.96,1.53,6.2,8.71,3.84,1.26,,5.69,6.01,3.35,1.92,6.0,2.7,1.34,2.73,6.97,7.79,9.54,1.67,6.0,7.06,8.12,9.09,5.96,7.14,3.47,3.87,6.69,8.71,12.98,4.2,2.49,3.59,3.13,3.66,3.28,2.79,4.45,3.45,12.4,5.75,2.97,1.63,3.24,1.33,0.97,,1.77,0.92,1.63,0.74,,0.98,1.66,1.53,2.17,1.25,3.22,1.31,1.57,0.65,1.53,0.67,0.88,1.58,17.75,0.61,0.88,0.8,0.65,1.32,1.6,1.31,1.01,1.04,0.04,0.89,1.97,1.09,0.51,1.44,0.46,0.71,1.09,1.57,1.21,1.67,1.81,0.73,7.33,4.9,4.33,11.14,4.93,0.37,14.33,3.62,4.99,0.41,9.81,10.22,3.88,0.05,9.37,3.92,0.97,3.73,1.88,1.42,3.9,1.15,2.23,1.98,2.84,2.55,0.99
                Chrysonvirus,2948662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64,,,,,,,,,,,,0.04,,,,,,,,0.13,,,,,
                  Chuhaivirus,2948663,0.17,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,,0.1,,,,,,,,,,,,,0.19,,,1.34,0.41,0.65,0.69,0.15,0.76,,1.95,1.03,0.17,0.23,0.47,0.27,0.96,1.05,0.42,,0.05,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,0.04,0.29,,0.05,,0.42,,
                Cinqassovirus,2948665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Clownvirus,2948667,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,,0.21,,0.06,,,0.12,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Dabirmavirus,2948671,0.28,0.06,0.1,,,,,,,0.22,0.21,,,,,,,,0.19,0.26,,0.15,0.26,,0.26,0.26,0.27,0.08,,0.32,0.22,,,,,,,0.12,,0.18,0.11,0.28,,0.23,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,,0.09,0.29,0.08,0.19,0.21,0.17,,
              Deseoctovirus,2948678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,0.02,0.1,,0.13,,0.14,0.17,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Diorhovirus,2948680,0.22,0.06,,,,,,,,,0.31,,,0.19,,,,,0.11,0.32,,,0.23,0.24,0.18,,0.21,0.19,,0.15,0.44,,0.66,,0.27,0.25,,0.36,0.47,0.31,0.24,0.76,0.56,0.4,0.25,0.24,,,,,,,,,,,,,,,,,,,,0.08,,,,0.21,,,0.13,,0.03,0.15,,,,,,,,,,,,,,,,,0.15,,0.33,0.12,,,,,,,0.35,,,,0.55,0.18,0.52,0.2,0.19,0.53,0.15,0.28,0.19,0.42,,0.33
                  Drivevirus,2948684,0.1,0.08,,,,,,,,,0.13,,0.07,,,,,,,,,,0.11,,0.1,,,0.1,,,,,,,,,,,,,0.3,0.13,,,,,0.3,0.25,,,,,,,,,,0.31,0.17,,,,0.11,,,,,,,,,,,0.17,0.06,,0.26,,0.06,,0.12,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.13,,0.09,0.05,,,
                Duodecimduovirus,2948687,,,,,,,,,,,,,,,,,,,,,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Delmidovirus,2948688,0.5,0.14,0.13,0.1,0.4,,,0.05,,0.16,0.34,0.31,0.12,,0.24,,,,0.21,0.23,,0.19,0.21,0.24,0.21,,0.27,0.13,0.12,0.25,0.2,,0.32,,0.56,0.25,,0.4,,0.31,0.48,1.43,0.67,0.35,,0.48,,0.27,,0.29,0.37,0.38,,,,0.3,,0.5,0.25,0.72,,,,,,,,,0.13,,,0.08,0.12,,0.1,,,,,,,,,,,,,,,,,,0.19,,0.36,,,,,,,,0.35,,,,,,0.23,,0.08,0.2,,0.12,0.1,0.16,,
                Efbeekayvirus,2948690,0.39,0.09,,,0.47,,,,,0.12,0.3,0.48,,0.34,0.18,0.07,10.98,,0.38,1.02,0.16,1.45,0.95,0.37,0.85,0.53,0.83,1.23,0.6,0.58,2.08,5.96,1.47,1.25,0.61,0.71,1.14,0.87,1.43,2.19,1.11,1.89,1.4,0.8,1.55,1.73,,,,,0.19,,0.22,,,0.3,0.35,,0.22,,,,0.43,0.41,0.34,0.18,0.96,,0.54,0.29,3.14,2.29,0.41,0.17,1.01,0.25,0.42,0.28,1.26,1.97,1.73,1.31,3.74,1.89,3.83,0.74,3.5,0.7,3.81,1.24,2.56,,0.15,,0.36,0.29,0.1,,,,,,0.71,,,0.37,,,,,0.04,,0.11,,,,,
                  Endlipuvirus,2948697,0.78,0.24,0.2,0.1,0.27,0.39,,0.04,,0.3,0.4,,0.14,0.38,0.19,0.13,0.2,,0.27,0.27,,0.25,0.19,0.19,0.17,0.22,0.25,0.12,,0.33,0.26,,0.43,,0.25,0.42,,0.45,0.55,0.44,0.16,0.81,,0.68,,0.29,0.23,,,,,,,,,,,,,0.42,,,,,,,,,,,,,0.12,0.3,0.05,0.13,,,,,0.07,,,,,,,,,,,,0.14,,,0.18,,0.68,,,,0.28,0.31,,,,,,0.17,,0.1,0.16,,0.11,0.11,0.2,,
                Exceevirus,2948704,0.34,0.12,0.07,,0.51,,0.23,0.04,,0.15,0.23,0.39,0.05,0.53,,0.06,0.32,,0.33,0.6,0.27,0.99,0.92,0.22,0.61,0.68,0.48,0.75,1.96,0.45,0.67,,,,,,,,,,0.1,0.11,,,,,,0.66,,,,,,,,,,,,,,,,,0.1,0.08,,,,0.27,0.2,0.34,0.13,0.17,0.08,0.09,0.16,,0.06,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,0.29,0.08,0.13,,0.16,0.05,0.54,0.34,
                  Faithunavirus,2948705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,0.13,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Finchvirus,2948706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,,,,,0.28,,,,,,,,,,,,,,,,,,
                  Fohxhuevirus,2948709,0.6,0.18,0.25,,0.22,,,0.06,,0.31,0.24,,0.1,0.36,0.18,0.06,0.2,,0.59,0.53,,0.22,0.41,0.39,0.39,0.37,0.44,0.25,0.15,0.5,,,0.98,0.58,1.02,0.33,0.72,0.75,0.97,1.09,0.62,1.23,0.95,0.68,0.42,0.61,0.98,1.26,,0.84,0.52,0.61,0.5,,0.76,0.97,0.56,0.97,0.88,1.4,1.07,0.71,0.39,1.62,0.5,0.34,1.44,,0.72,0.52,0.27,0.17,0.83,0.81,1.31,0.34,0.51,,,,,,,,,,,,,,,,0.2,0.49,0.36,0.24,,,,,0.01,0.65,0.43,,,,0.62,0.16,0.64,0.31,0.23,0.57,0.16,0.41,0.38,0.53,0.43,0.3
                  Foxborovirus,2948710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Galenevirus,2948714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,,
                  Gruunavirus,2948731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,
                  Hacihdavirus,2948736,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.13,0.31,,,,,0.09,0.22,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Harrisonburgvirus,2948755,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,,,,,,,,,,
                Herugrimvirus,2948758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,0.32,,,0.07,0.28,16.24,,,,,0.1,,0.28,0.16,5.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Hungariovirus,2948761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,
                  Jahgtovirus,2948767,2.29,0.84,0.63,0.42,2.04,2.77,0.95,0.31,,1.04,1.84,1.18,0.55,1.94,0.59,0.36,0.32,1.06,0.42,0.66,,0.4,0.66,0.79,0.68,0.59,0.62,0.66,0.42,0.64,0.65,3.86,1.47,0.86,1.08,0.69,0.76,1.06,1.3,1.06,1.03,1.33,1.68,0.89,0.71,0.88,0.67,0.56,,0.45,0.45,0.68,0.44,0.21,,0.44,0.37,0.64,0.37,0.75,0.47,,0.47,0.24,0.16,0.26,,,0.14,0.45,0.15,0.17,0.3,0.27,0.07,0.49,0.3,,0.18,,0.21,,0.38,0.16,,,0.3,,0.34,,0.19,1.03,1.16,1.5,3.06,1.01,0.1,1.89,0.93,1.92,0.04,2.11,2.37,1.23,0.01,1.49,1.96,0.6,1.64,0.95,0.88,2.11,0.6,1.14,1.06,1.36,1.17,0.45
                Jamesmcgillvirus,2948768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,0.1,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Jiangsuvirus,2948770,,,,,,,,,,,,,,,,,,,,,,,,,,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Jujuvirus,2948772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Junduvirus,2948774,0.51,0.21,0.08,,,,,0.04,,0.14,0.16,,0.05,,,,,,0.32,0.3,,0.2,0.29,0.39,0.33,0.18,12.79,0.11,0.18,0.18,0.34,,,,0.29,0.23,,0.24,,0.22,0.2,0.64,,,,0.25,,,,,3.91,,4.05,,,,4.41,,3.07,,,,0.14,0.63,0.13,,0.45,,0.12,,8.88,14.07,,0.17,0.33,0.16,0.29,,,,,,,,,,,,,,,,0.19,,0.24,0.1,,,,,,,0.26,,,,,,0.17,,12.66,0.13,,0.1,0.13,,,
              Justusliebigvirus,2948775,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Kablunavirus,2948776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,
                  Kahucivirus,2948778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,0.04,,,
                  Kingevirus,2948785,3.55,1.69,0.88,0.31,2.47,2.39,1.29,0.22,,1.35,2.01,1.3,0.59,0.88,0.78,0.58,0.64,,1.14,1.23,0.23,0.99,1.27,1.59,1.6,1.08,1.18,0.72,0.95,1.36,1.98,,0.49,,0.34,0.39,0.53,0.52,0.41,0.4,0.53,1.0,0.73,0.24,0.42,0.42,0.75,0.68,,1.01,0.9,0.38,1.0,,1.16,1.28,1.11,0.94,0.68,1.01,1.11,,0.24,0.28,0.21,0.07,0.21,1.0,,,0.29,0.27,0.12,,0.28,0.22,0.22,,0.1,,0.17,,,,,,,,0.2,,,1.32,0.59,0.37,1.26,0.58,0.06,3.33,0.4,0.56,0.02,1.25,1.28,0.41,,1.39,1.89,0.34,1.51,0.74,0.62,1.5,0.6,1.11,1.0,1.2,0.83,0.45
                Klumppvirus,2948786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Kolpuevirus,2948787,0.16,0.09,,,,,,,,0.33,0.17,,0.06,0.31,,0.08,,,0.19,0.17,,0.17,0.22,0.25,0.25,,0.44,0.21,,0.31,0.35,,,,,0.24,,0.27,0.43,0.19,0.33,0.37,,,,0.22,0.29,0.42,,0.4,,0.57,,,,,0.28,0.39,0.34,0.6,,0.6,0.33,0.36,0.53,0.22,0.26,,0.51,0.72,0.12,0.21,0.4,0.37,0.29,0.48,0.29,0.05,0.36,0.53,0.65,0.29,0.49,0.35,,0.46,0.86,,0.7,0.57,0.42,,0.14,,,0.11,,,,,,,0.2,,,,,,0.3,,0.2,0.67,0.14,0.32,0.11,0.45,,
              Kratiovirus,2948788,,,,,,,,,,,,,,,,,,,,0.23,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Kunmingvirus,2948791,1.58,0.93,0.85,0.35,1.47,2.0,1.09,0.2,,0.71,1.46,1.91,0.34,1.54,0.51,0.65,,,0.18,0.42,0.21,1.0,0.58,,0.62,0.3,,0.74,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,0.26,0.02,,,,,,0.27,,1.05,,0.57,,0.35,,0.28,,,,,,0.88,0.11,0.06,,,,0.01,0.43,0.31,,,,,0.5,0.34,,,0.43,,0.18,0.04,0.5,,
                  Lahndsivirus,2948793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,0.22,,,,,,,,,,,0.02,0.12,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Lebriduvirus,2948797,0.08,0.08,0.14,,,,,,,0.11,,,0.14,,0.15,,,,,,,,,,0.07,,,0.06,,,,,,,,,,0.11,,,0.2,0.13,,,,0.11,,,,,,,,,,,,,,,,,0.11,,0.1,,,,,0.24,,0.07,,,0.06,0.19,0.19,0.02,0.13,,0.1,,,,,,0.22,,0.19,,0.08,,0.12,,,,,,,,,,,,,,,,,,0.04,0.13,,,,,,
              Lilmcdreamyvirus,2948802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Lipsvirus,2948803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Lowelvirus,2948806,,,,,,,,,,,,,,,,,,,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Lumosvirus,2948808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Mahlunavirus,2948812,0.18,0.08,0.1,,,,,,,0.13,0.18,,0.05,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,0.1,0.13,,,,,0.17,0.19,,,,,,,,,0.32,,,,,,0.1,,0.06,,,,,,,0.05,,,0.03,,,,0.07,,0.09,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,0.07,0.24,0.09,0.12,0.09,,,
                  Mahstovirus,2948813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,0.54,,,0.07,,,,,,0.12,0.08,,,0.04,,0.17,0.02,0.08,,0.17,,,,,,0.2,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Moomoovirus,2948827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Myrnavirus,2948833,,,,,,,,,,,0.21,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,0.39,,0.77,,,,,,,,,,,,,,,,,,,,,,
                Oliverunavirus,2948846,0.14,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Omarvirus,2948847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78,,,,,,,,,,
                  Pamirivirus,2948854,0.1,0.07,,,,,,,,0.16,,,0.08,,,,,,,0.07,,,,,0.07,,,,,,,,,,,,,0.14,,,,0.14,,,,0.13,,0.2,,,,,,,,,,,,,,,,,0.07,,,,,,,,0.13,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.29,,0.23,0.11,,,
                Pariacacavirus,2948856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,,
              Pharaohvirus,2948861,,,,,,,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Pinnievirus,2948866,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Pipoluvirus,2948867,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Pleakleyvirus,2948869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,
              Saltrevirus,2948889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,
              Segzyvirus,2948900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Sheenvirus,2948905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Shuimuvirus,2948906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Skatevirus,2948910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,,,0.56,1.21,,0.4,0.37,,0.48,1.12,0.44,,,,,,,,,,,,0.39,,,,,,,0.26,,,,,,,0.11,,,,,,0.06,0.23,,0.23,0.58,0.2,0.59,,,0.29,,0.3,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Skysandvirus,2948912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,
                  Sukkupivirus,2948917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,
                  Thalassavirus,2948922,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                    Tocinivirus,2948928,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Triduovirus,2948933,0.16,0.12,,,0.73,,,,,,0.28,,0.13,,,,0.62,,0.59,0.51,,0.96,0.87,,0.47,,,1.17,0.63,0.64,0.67,,,,,,,0.28,,,0.21,0.63,,0.3,0.39,0.16,,,,,,,,,,,,,,,,,,,0.4,,,,0.38,1.02,1.48,1.1,,,0.08,0.99,,0.09,0.51,0.37,0.81,0.62,0.73,0.65,1.34,,1.06,,0.93,0.71,0.79,,0.13,,,,,,,,,,0.33,,,0.51,,,,,,,,,,,,
              Turbidovirus,2948936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,0.43,,,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Valinorvirus,2948943,,0.14,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,0.21,0.33,,0.13,,0.56,0.19,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.18,,0.22,,0.18,0.21,,,0.18,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Veracruzvirus,2948946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Vingilotevirus,2948948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.24,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Wotdevirus,2948953,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,,,0.05,0.23,,0.18,0.1,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Xooduovirus,2948956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Incheonvirus,2976977,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
